UniqueID,URL,RefName,Name,Gender,DOB,State,District,StateDistID,Combined,FirstSession,Second Session,Third Session,Congress109,Congress110,Congress111,Congress112,Congress113,Congress114,Congress115,Congress116,Congress117,Congress118
SeP-TX17,https://www.congress.gov/member/pete-sessions/S000250,"Sessions, Pete - Representative","Sessions, Pete",M,03/22/55,Texas,17,5317,TX17,1997-2019,2021-2024,,109,110,111,112,113,114,115,,117,118
BrR-PA01,https://www.congress.gov/member/robert-brady/B001227,"Brady, Robert A. - Representative","Brady, Robert A.",M,,Pennsylvania,01,4601,PA01,1997-2019,,,109,110,111,112,113,114,115,,,
ShJ-IL15,https://www.congress.gov/member/john-shimkus/S000364,"Shimkus, John - Representative","Shimkus, John",M,02/21/58,Illinois,15,1915,IL15,1997-2021,,,109,110,111,112,113,114,115,116,,
KiR-WI03,https://www.congress.gov/member/ron-kind/K000188,"Kind, Ron - Representative","Kind, Ron",M,,Wisconsin,03,5603,WI03,1997-2023,,,109,110,111,112,113,114,115,116,117,
PrD-NC04,https://www.congress.gov/member/david-price/P000523,"Price, David E. - Representative","Price, David E.",M,08/17/40,North Carolina,04,3904,NC04,1997-2023,,,109,110,111,112,113,114,115,116,117,
BrK-TX08,https://www.congress.gov/member/kevin-brady/B000755,"Brady, Kevin - Representative","Brady, Kevin",M,,Texas,08,5308,TX08,1997-2023,,,109,110,111,112,113,114,115,116,117,
DeD-CO01,https://www.congress.gov/member/diana-degette/D000197,"DeGette, Diana - Representative","DeGette, Diana",F,07/29/57,Colorado,01,0901,CO01,1997-2024,,,109,110,111,112,113,114,115,116,117,118
McJ-MA02,https://www.congress.gov/member/james-mcgovern/M000312,"McGovern, James P. - Representative","McGovern, James P.",M,11/20/59,Massachusetts,02,2702,MA02,1997-2024,,,109,110,111,112,113,114,115,116,117,118
AdR-AL04,https://www.congress.gov/member/robert-aderholt/A000055,"Aderholt, Robert B. - Representative","Aderholt, Robert B.",,,Alabama,04,0104,AL04,1997-2024,,,109,110,111,112,113,114,115,116,117,118
MeG-NY05,https://www.congress.gov/member/gregory-meeks/M001137,"Meeks, Gregory W. - Representative","Meeks, Gregory W.",M,,New York,05,3805,NY05,1997-2024,,,109,110,111,112,113,114,115,116,117,118
DaD-IL07,https://www.congress.gov/member/danny-davis/D000096,"Davis, Danny K. - Representative","Davis, Danny K.",M,09/06/41,Illinois,07,1907,IL07,1997-2024,,,109,110,111,112,113,114,115,116,117,118
PaB-NJ09,https://www.congress.gov/member/william-pascrell/P000096,"Pascrell, Bill, Jr. - Representative","Pascrell, Bill, Jr.",M,01/25/37,New Jersey,09,3609,NJ09,1997-2024,,,109,110,111,112,113,114,115,116,117,118
SmA-WA09,https://www.congress.gov/member/adam-smith/S000510,"Smith, Adam - Representative","Smith, Adam",M,06/15/65,Washington,09,5409,WA09,1997-2024,,,109,110,111,112,113,114,115,116,117,118
LeB-CA12,https://www.congress.gov/member/barbara-lee/L000551,"Lee, Barbara - Representative","Lee, Barbara",F,07/16/46,California,12,0812,CA12,1997-2024,,,109,110,111,112,113,114,115,116,117,118
GrK-TX12,https://www.congress.gov/member/kay-granger/G000377,"Granger, Kay - Representative","Granger, Kay",F,01/18/43,Texas,12,5312,TX12,1997-2024,,,109,110,111,112,113,114,115,116,117,118
ShB-CA32,https://www.congress.gov/member/brad-sherman/S000344,"Sherman, Brad - Representative","Sherman, Brad",M,10/24/54,California,32,0832,CA32,1997-2024,,,109,110,111,112,113,114,115,116,117,118
GrM-WI08,https://www.congress.gov/member/mark-green/G000545,"Green, Mark - Representative","Green, Mark",,,Wisconsin,08,5608,WI08,1999-2007,,,109,,,,,,,,,
ShD-PA10,https://www.congress.gov/member/don-sherwood/S001146,"Sherwood, Don - Representative","Sherwood, Don",M,,Pennsylvania,10,4610,PA10,1999-2007,,,109,,,,,,,,,
SwJ-NY20,https://www.congress.gov/member/john-sweeney/S001149,"Sweeney, John E. - Representative","Sweeney, John E.",M,,New York,20,3820,NY20,1999-2007,,,109,,,,,,,,,
JoS-OH11,https://www.congress.gov/member/stephanie-jones/J000284,"Jones, Stephanie Tubbs - Representative","Jones, Stephanie Tubbs",F,,Ohio,11,4211,OH11,1999-2008,,,109,110,,,,,,,,
UdM-CO02,https://www.congress.gov/member/mark-udall/U000038,"Udall, Mark - Senator","Udall, Mark",M,07/18/50,Colorado,02,0902,CO02,1999-2009,,,109,110,,,,,,,,
UdT-NM03,https://www.congress.gov/member/tom-udall/U000039,"Udall, Tom - Senator","Udall, Tom",M,,New Mexico,03,3703,NM03,1999-2009,,,109,110,,,,,,,,
TaT-CO06,https://www.congress.gov/member/thomas-tancredo/T000458,"Tancredo, Thomas G. - Representative","Tancredo, Thomas G.",M,12/20/45,Colorado,06,0906,CO06,1999-2009,,,109,110,,,,,,,,
HaR-NC08,https://www.congress.gov/member/robin-hayes/H001029,"Hayes, Robin - Representative","Hayes, Robin",M,08/14/45,North Carolina,08,3908,NC08,1999-2009,,,109,110,,,,,,,,
ReT-NY26,https://www.congress.gov/member/thomas-reynolds/R000569,"Reynolds, Thomas M. - Representative","Reynolds, Thomas M.",M,,New York,26,3826,NY26,1999-2009,,,109,110,,,,,,,,
WuD-OR01,https://www.congress.gov/member/david-wu/W000793,"Wu, David - Representative","Wu, David",M,,Oregon,01,4501,OR01,1999-2011,,,109,110,111,,,,,,,
MoD-KS03,https://www.congress.gov/member/dennis-moore/M001140,"Moore, Dennis - Representative","Moore, Dennis",M,11/08/45,Kansas,03,2203,KS03,1999-2011,,,109,110,111,,,,,,,
BaB-WA03,https://www.congress.gov/member/brian-baird/B001229,"Baird, Brian - Representative","Baird, Brian",M,,Washington,03,5403,WA03,1999-2011,,,109,110,111,,,,,,,
WeA-NY09,https://www.congress.gov/member/anthony-weiner/W000792,"Weiner, Anthony D. - Representative","Weiner, Anthony D.",M,,New York,09,3809,NY09,1999-2011,,,109,110,111,,,,,,,
InJ-WA01,https://www.congress.gov/member/jay-inslee/I000026,"Inslee, Jay - Representative","Inslee, Jay",M,,Washington,01,5401,WA01,1999-2012,,,109,110,111,112,,,,,,
BeS-NV01,https://www.congress.gov/member/shelley-berkley/B001231,"Berkley, Shelley - Representative","Berkley, Shelley",F,,Nevada,01,3401,NV01,1999-2013,,,109,110,111,112,,,,,,
BaT-WI02,https://www.congress.gov/member/tammy-baldwin/B001230,"Baldwin, Tammy - Senator","Baldwin, Tammy",F,,Wisconsin,02,5602,WI02,1999-2013,,,109,110,111,112,,,,,,
BiJ-IL13,https://www.congress.gov/member/judy-biggert/B001232,"Biggert, Judy - Representative","Biggert, Judy",F,08/15/37,Illinois,13,1913,IL13,1999-2013,,,109,110,111,112,,,,,,
GoC-TX20,https://www.congress.gov/member/charles-gonzalez/G000544,"Gonzalez, Charles A. - Representative","Gonzalez, Charles A.",M,,Texas,20,5320,TX20,1999-2013,,,109,110,111,112,,,,,,
BaJ-CA43,https://www.congress.gov/member/joe-baca/B001234,"Baca, Joe - Representative","Baca, Joe",M,01/23/47,California,43,0843,CA43,1999-2013,,,109,110,111,112,,,,,,
TeL-NE02,https://www.congress.gov/member/lee-terry/T000459,"Terry, Lee - Representative","Terry, Lee",M,01/29/62,Nebraska,02,3302,NE02,1999-2015,,,109,110,111,112,113,,,,,
HoR-NJ12,https://www.congress.gov/member/rush-holt/H001032,"Holt, Rush - Representative","Holt, Rush",M,,New Jersey,12,3612,NJ12,1999-2015,,,109,110,111,112,113,,,,,
MiG-CA31,https://www.congress.gov/member/gary-miller/M001139,"Miller, Gary G. - Representative","Miller, Gary G.",,,California,31,0831,CA31,1999-2015,,,109,110,111,112,113,,,,,
RyP-WI01,https://www.congress.gov/member/paul-ryan/R000570,"Ryan, Paul D. - Representative","Ryan, Paul D.",M,,Wisconsin,01,5601,WI01,1999-2019,,,109,110,111,112,113,114,115,,,
CaM-MA07,https://www.congress.gov/member/michael-capuano/C001037,"Capuano, Michael E. - Representative","Capuano, Michael E.",M,01/09/52,Massachusetts,07,2707,MA07,1999-2019,,,109,110,111,112,113,114,115,,,
CrJ-NY14,https://www.congress.gov/member/joseph-crowley/C001038,"Crowley, Joseph - Representative","Crowley, Joseph",M,,New York,14,3814,NY14,1999-2019,,,109,110,111,112,113,114,115,,,
WaG-OR02,https://www.congress.gov/member/greg-walden/W000791,"Walden, Greg - Representative","Walden, Greg",M,,Oregon,02,4502,OR02,1999-2021,,,109,110,111,112,113,114,115,116,,
LaJ-CT01,https://www.congress.gov/member/john-larson/L000557,"Larson, John B. - Representative","Larson, John B.",M,07/22/48,Connecticut,01,1001,CT01,1999-2024,,,109,110,111,112,113,114,115,116,117,118
SiM-ID02,https://www.congress.gov/member/michael-simpson/S001148,"Simpson, Michael K. - Representative","Simpson, Michael K.",M,09/08/50,Idaho,02,1802,ID02,1999-2024,,,109,110,111,112,113,114,115,116,117,118
ThM-CA04,https://www.congress.gov/member/mike-thompson/T000460,"Thompson, Mike - Representative","Thompson, Mike",,,California,04,0804,CA04,1999-2024,,,109,110,111,112,113,114,115,116,117,118
ScJ-IL09,https://www.congress.gov/member/janice-schakowsky/S001145,"Schakowsky, Janice D. - Representative","Schakowsky, Janice D.",,,Illinois,09,1909,IL09,1999-2024,,,109,110,111,112,113,114,115,116,117,118
NaG-CA31,https://www.congress.gov/member/grace-napolitano/N000179,"Napolitano, Grace F. - Representative","Napolitano, Grace F.",,,California,31,0831,CA31,1999-2024,,,109,110,111,112,113,114,115,116,117,118
OtC-ID01,https://www.congress.gov/member/c-l-otter/O000166,"Otter, C. L. (Butch) - Representative","Otter, C. L. (Butch)",M,05/03/42,Idaho,01,1801,ID01,2001-2007,,,109,,,,,,,,,
DaJ-VA01,https://www.congress.gov/member/jo-ann-davis/D000597,"Davis, Jo Ann - Representative","Davis, Jo Ann",F,,Virginia,01,5201,VA01,2001-2007,,,109,,,,,,,,,
SiR-CT02,https://www.congress.gov/member/rob-simmons/S001152,"Simmons, Rob - Representative","Simmons, Rob",M,02/11/43,Connecticut,02,1002,CT02,2001-2007,,,109,,,,,,,,,
OsT-NE03,https://www.congress.gov/member/tom-osborne/O000165,"Osborne, Tom - Representative","Osborne, Tom",M,02/23/37,Nebraska,03,3303,NE03,2001-2007,,,109,,,,,,,,,
HaM-PA04,https://www.congress.gov/member/melissa-hart/H001033,"Hart, Melissa A. - Representative","Hart, Melissa A.",F,,Pennsylvania,04,4604,PA04,2001-2007,,,109,,,,,,,,,
KeM-MN06,https://www.congress.gov/member/mark-kennedy/K000358,"Kennedy, Mark R. - Representative","Kennedy, Mark R.",M,04/11/57,Minnesota,06,2906,MN06,2001-2007,,,109,,,,,,,,,
FeM-NJ07,https://www.congress.gov/member/mike-ferguson/F000443,"Ferguson, Mike - Representative","Ferguson, Mike",M,,New Jersey,07,3607,NJ07,2001-2009,,,109,110,,,,,,,,
KeR-FL08,https://www.congress.gov/member/ric-keller/K000361,"Keller, Ric - Representative","Keller, Ric",M,09/05/64,Florida,08,1308,FL08,2001-2009,,,109,110,,,,,,,,
SoH-CA32,https://www.congress.gov/member/hilda-solis/S001153,"Solis, Hilda L. - Representative","Solis, Hilda L.",,,California,32,0832,CA32,2001-2009,,,109,110,,,,,,,,
KiM-IL10,https://www.congress.gov/member/mark-kirk/K000360,"Kirk, Mark Steven - Senator","Kirk, Mark Steven",M,09/15/59,Illinois,10,1910,IL10,2001-2010,,,109,110,111,,,,,,,
BrH-SC01,https://www.congress.gov/member/henry-brown/B001235,"Brown, Henry E., Jr. - Representative","Brown, Henry E., Jr.",M,,South Carolina,01,4901,SC01,2001-2011,,,109,110,111,,,,,,,
BoJ-AR03,https://www.congress.gov/member/john-boozman/B001236,"Boozman, John - Senator","Boozman, John",,,Arkansas,03,0503,AR03,2001-2011,,,109,110,111,,,,,,,
PuA-FL12,https://www.congress.gov/member/adam-putnam/P000586,"Putnam, Adam H. - Representative","Putnam, Adam H.",M,07/31/74,Florida,12,1312,FL12,2001-2011,,,109,110,111,,,,,,,
WaD-CA33,https://www.congress.gov/member/diane-watson/W000794,"Watson, Diane E. - Representative","Watson, Diane E.",,,California,33,0833,CA33,2001-2011,,,109,110,111,,,,,,,
HaJ-CA36,https://www.congress.gov/member/jane-harman/H000213,"Harman, Jane - Representative","Harman, Jane",F,06/28/45,California,36,0836,CA36,2001-2011,,,109,110,111,,,,,,,
ReD-MT00,https://www.congress.gov/member/denny-rehberg/R000571,"Rehberg, Denny - Representative","Rehberg, Denny",M,10/05/55,Montana,00,3200,MT00,2001-2013,,,109,110,111,112,,,,,,
AkW-MO02,https://www.congress.gov/member/w-akin/A000358,"Akin, W. Todd - Representative","Akin, W. Todd",M,07/05/47,Missouri,02,3102,MO02,2001-2013,,,109,110,111,112,,,,,,
RoM-AR04,https://www.congress.gov/member/mike-ross/R000573,"Ross, Mike - Representative","Ross, Mike",,,Arkansas,04,0504,AR04,2001-2013,,,109,110,111,112,,,,,,
FlJ-AZ06,https://www.congress.gov/member/jeff-flake/F000444,"Flake, Jeff - Senator","Flake, Jeff",,,Arizona,06,0406,AZ06,2001-2013,,,109,110,111,112,,,,,,
PeM-IN06,https://www.congress.gov/member/mike-pence/P000587,"Pence, Mike - Representative","Pence, Mike",M,06/07/59,Indiana,06,2006,IN06,2001-2013,,,109,110,111,112,,,,,,
JoT-IL15,https://www.congress.gov/member/timothy-johnson/J000285,"Johnson, Timothy V. - Representative","Johnson, Timothy V.",M,07/23/46,Illinois,15,1915,IL15,2001-2013,,,109,110,111,112,,,,,,
PlT-PA19,https://www.congress.gov/member/todd-platts/P000585,"Platts, Todd Russell - Representative","Platts, Todd Russell",M,,Pennsylvania,19,4619,PA19,2001-2013,,,109,110,111,112,,,,,,
CaE-VA07,https://www.congress.gov/member/eric-cantor/C001046,"Cantor, Eric - Representative","Cantor, Eric",M,,Virginia,07,5207,VA07,2001-2014,,,109,110,111,112,113,,,,,
CaS-WV02,https://www.congress.gov/member/shelley-capito/C001047,"Capito, Shelley Moore - Senator","Capito, Shelley Moore",F,,West Virginia,02,5502,WV02,2001-2015,,,109,110,111,112,113,,,,,
MaJ-UT04,https://www.congress.gov/member/jim-matheson/M001142,"Matheson, Jim - Representative","Matheson, Jim",M,,Utah,04,5504,UT04,2001-2015,,,109,110,111,112,113,,,,,
RoM-MI08,https://www.congress.gov/member/mike-rogers/R000572,"Rogers, Mike J. - Representative","Rogers, Mike J.",M,06/02/63,Michigan,08,2808,MI08,2001-2015,,,109,110,111,112,113,,,,,
MiJ-FL01,https://www.congress.gov/member/jeff-miller/M001144,"Miller, Jeff - Representative","Miller, Jeff",M,06/27/59,Florida,01,1301,FL01,2001-2017,,,109,110,111,112,113,114,,,,
IsS-NY03,https://www.congress.gov/member/steve-israel/I000057,"Israel, Steve - Representative","Israel, Steve",M,,New York,03,3803,NY03,2001-2017,,,109,110,111,112,113,114,,,,
CrA-FL04,https://www.congress.gov/member/ander-crenshaw/C001045,"Crenshaw, Ander - Representative","Crenshaw, Ander",M,09/01/44,Florida,04,1304,FL04,2001-2017,,,109,110,111,112,113,114,,,,
FoJ-VA04,https://www.congress.gov/member/j-forbes/F000445,"Forbes, J. Randy - Representative","Forbes, J. Randy",M,,Virginia,04,5204,VA04,2001-2017,,,109,110,111,112,113,114,,,,
HoM-CA17,https://www.congress.gov/member/michael-honda/H001034,"Honda, Michael M. - Representative","Honda, Michael M.",,,California,17,0817,CA17,2001-2017,,,109,110,111,112,113,114,,,,
TiP-OH12,https://www.congress.gov/member/patrick-tiberi/T000462,"Tiberi, Patrick J. - Representative","Tiberi, Patrick J.",M,,Ohio,12,4212,OH12,2001-2018,,,109,110,111,112,113,114,115,,,
IsD-CA48,https://www.congress.gov/member/darrell-issa/I000056,"Issa, Darrell E. - Representative","Issa, Darrell E.",M,11/01/53,California,48,0848,CA48,2001-2019,2021-2024,,109,110,111,112,113,114,115,,117,118
CuJ-TX07,https://www.congress.gov/member/john-culberson/C001048,"Culberson, John Abney - Representative","Culberson, John Abney",M,,Texas,07,5307,TX07,2001-2019,,,109,110,111,112,113,114,115,,,
ShB-PA09,https://www.congress.gov/member/bill-shuster/S001154,"Shuster, Bill - Representative","Shuster, Bill",M,,Pennsylvania,09,4609,PA09,2001-2019,,,109,110,111,112,113,114,115,,,
ClW-MO01,https://www.congress.gov/member/wm-clay/C001049,"Clay, Wm. Lacy - Representative","Clay, Wm. Lacy",M,07/27/56,Missouri,01,3101,MO01,2001-2021,,,109,110,111,112,113,114,115,116,,
DaS-CA53,https://www.congress.gov/member/susan-davis/D000598,"Davis, Susan A. - Representative","Davis, Susan A.",F,04/13/44,California,53,0853,CA53,2001-2021,,,109,110,111,112,113,114,115,116,,
LaJ-RI02,https://www.congress.gov/member/james-langevin/L000559,"Langevin, James R. - Representative","Langevin, James R.",M,,Rhode Island,02,4802,RI02,2001-2023,,,109,110,111,112,113,114,115,116,117,
WiJ-SC02,https://www.congress.gov/member/joe-wilson/W000795,"Wilson, Joe - Representative","Wilson, Joe",M,07/31/47,South Carolina,02,4902,SC02,2001-2024,,,109,110,111,112,113,114,115,116,117,118
LaR-WA02,https://www.congress.gov/member/rick-larsen/L000560,"Larsen, Rick - Representative","Larsen, Rick",,,Washington,02,5402,WA02,2001-2024,,,109,110,111,112,113,114,115,116,117,118
McB-MN04,https://www.congress.gov/member/betty-mccollum/M001143,"McCollum, Betty - Representative","McCollum, Betty",F,07/12/54,Minnesota,04,2904,MN04,2001-2024,,,109,110,111,112,113,114,115,116,117,118
GrS-MO06,https://www.congress.gov/member/sam-graves/G000546,"Graves, Sam - Representative","Graves, Sam",,,Missouri,06,3106,MO06,2001-2024,,,109,110,111,112,113,114,115,116,117,118
LyS-MA08,https://www.congress.gov/member/stephen-lynch/L000562,"Lynch, Stephen F. - Representative","Lynch, Stephen F.",M,03/31/55,Massachusetts,08,2708,MA08,2001-2024,,,109,110,111,112,113,114,115,116,117,118
ScA-CA30,https://www.congress.gov/member/adam-schiff/S001150,"Schiff, Adam B. - Representative","Schiff, Adam B.",,,California,30,0830,CA30,2001-2024,,,109,110,111,112,113,114,115,116,117,118
CaE-HI01,https://www.congress.gov/member/ed-case/C001055,"Case, Ed - Representative","Case, Ed",M,09/27/52,Hawaii,01,1701,HI01,2002-2007,2019-2024,,109,,,,,,,116,117,118
SuJ-OK01,https://www.congress.gov/member/john-sullivan/S001155,"Sullivan, John - Representative","Sullivan, John",M,,Oklahoma,01,4401,OK01,2002-2013,,,109,110,111,112,,,,,,
BrJ-NH01,https://www.congress.gov/member/jeb-bradley/B001246,"Bradley, Jeb - Representative","Bradley, Jeb",M,10/20/52,New Hampshire,01,3501,NH01,2003-2007,,,109,,,,,,,,,
ChC-IN02,https://www.congress.gov/member/chris-chocola/C001052,"Chocola, Chris - Representative","Chocola, Chris",M,02/24/62,Indiana,02,2002,IN02,2003-2007,,,109,,,,,,,,,
BeB-CO07,https://www.congress.gov/member/bob-beauprez/B001240,"Beauprez, Bob - Representative","Beauprez, Bob",M,09/22/48,Colorado,07,0907,CO07,2003-2007,,,109,,,,,,,,,
HaK-FL13,https://www.congress.gov/member/katherine-harris/H001035,"Harris, Katherine - Representative","Harris, Katherine",F,04/05/57,Florida,13,1313,FL13,2003-2007,,,109,,,,,,,,,
ReR-AZ01,https://www.congress.gov/member/rick-renzi/R000574,"Renzi, Rick - Representative","Renzi, Rick",,,Arizona,01,0401,AZ01,2003-2009,,,109,110,,,,,,,,
PoJ-NV03,https://www.congress.gov/member/jon-porter/P000589,"Porter, Jon C. - Representative","Porter, Jon C.",M,,Nevada,03,3403,NV03,2003-2009,,,109,110,,,,,,,,
MuM-CO04,https://www.congress.gov/member/marilyn-musgrave/M001152,"Musgrave, Marilyn N. - Representative","Musgrave, Marilyn N.",F,01/27/49,Colorado,04,0904,CO04,2003-2009,,,109,110,,,,,,,,
EmR-IL05,https://www.congress.gov/member/rahm-emanuel/E000287,"Emanuel, Rahm - Representative","Emanuel, Rahm",M,11/29/59,Illinois,05,1905,IL05,2003-2009,,,109,110,,,,,,,,
FeT-FL24,https://www.congress.gov/member/tom-feeney/F000447,"Feeney, Tom - Representative","Feeney, Tom",M,05/21/58,Florida,24,1324,FL24,2003-2009,,,109,110,,,,,,,,
BaJ-SC03,https://www.congress.gov/member/j-barrett/B001239,"Barrett, J. Gresham - Representative","Barrett, J. Gresham",M,,South Carolina,03,4903,SC03,2003-2011,,,109,110,111,,,,,,,
DaL-TN04,https://www.congress.gov/member/lincoln-davis/D000599,"Davis, Lincoln - Representative","Davis, Lincoln",M,,Tennessee,04,5104,TN04,2003-2011,,,109,110,111,,,,,,,
BrG-FL05,https://www.congress.gov/member/ginny-brown-waite/B001247,"Brown-Waite, Ginny - Representative","Brown-Waite, Ginny",F,10/05/43,Florida,05,1305,FL05,2003-2011,,,109,110,111,,,,,,,
DaA-AL07,https://www.congress.gov/member/artur-davis/D000602,"Davis, Artur - Representative","Davis, Artur",,,Alabama,07,0107,AL07,2003-2011,,,109,110,111,,,,,,,
MaJ-GA08,https://www.congress.gov/member/jim-marshall/M001146,"Marshall, Jim - Representative","Marshall, Jim",M,03/31/48,Georgia,08,1508,GA08,2003-2011,,,109,110,111,,,,,,,
MeK-FL17,https://www.congress.gov/member/kendrick-meek/M001148,"Meek, Kendrick B. - Representative","Meek, Kendrick B.",M,09/06/66,Florida,17,1317,FL17,2003-2011,,,109,110,111,,,,,,,
McT-MI11,https://www.congress.gov/member/thaddeus-mccotter/M001147,"McCotter, Thaddeus G. - Representative","McCotter, Thaddeus G.",M,08/22/65,Michigan,11,2811,MI11,2003-2012,,,109,110,111,112,,,,,,
CaD-CA18,https://www.congress.gov/member/dennis-cardoza/C001050,"Cardoza, Dennis A. - Representative","Cardoza, Dennis A.",,,California,18,0818,CA18,2003-2012,,,109,110,111,112,,,,,,
BoJ-AL01,https://www.congress.gov/member/jo-bonner/B001244,"Bonner, Jo - Representative","Bonner, Jo",,,Alabama,01,0101,AL01,2003-2013,,,109,110,111,112,,,,,,
AlR-LA05,https://www.congress.gov/member/rodney-alexander/A000361,"Alexander, Rodney - Representative","Alexander, Rodney",M,12/05/46,Louisiana,05,2405,LA05,2003-2013,,,109,110,111,112,,,,,,
MiB-NC13,https://www.congress.gov/member/brad-miller/M001154,"Miller, Brad - Representative","Miller, Brad",M,05/19/53,North Carolina,13,3913,NC13,2003-2013,,,109,110,111,112,,,,,,
BiT-NY01,https://www.congress.gov/member/timothy-bishop/B001242,"Bishop, Timothy H. - Representative","Bishop, Timothy H.",M,,New York,01,3801,NY01,2003-2015,,,109,110,111,112,113,,,,,
MiM-ME02,https://www.congress.gov/member/michael-michaud/M001149,"Michaud, Michael H. - Representative","Michaud, Michael H.",M,01/18/55,Maine,02,2502,ME02,2003-2015,,,109,110,111,112,113,,,,,
GeJ-PA06,https://www.congress.gov/member/jim-gerlach/G000549,"Gerlach, Jim - Representative","Gerlach, Jim",M,,Pennsylvania,06,4606,PA06,2003-2015,,,109,110,111,112,113,,,,,
GiP-GA11,https://www.congress.gov/member/phil-gingrey/G000550,"Gingrey, Phil - Representative","Gingrey, Phil",M,07/10/42,Georgia,11,1511,GA11,2003-2015,,,109,110,111,112,113,,,,,
KlJ-MN02,https://www.congress.gov/member/john-kline/K000363,"Kline, John - Representative","Kline, John",M,09/06/47,Minnesota,02,2902,MN02,2003-2017,,,109,110,111,112,113,114,,,,
GaS-NJ05,https://www.congress.gov/member/scott-garrett/G000548,"Garrett, Scott - Representative","Garrett, Scott",M,,New Jersey,05,3605,NJ05,2003-2017,,,109,110,111,112,113,114,,,,
FrT-AZ08,https://www.congress.gov/member/trent-franks/F000448,"Franks, Trent - Representative","Franks, Trent",,,Arizona,08,0408,AZ08,2003-2017,,,109,110,111,112,113,114,,,,
VaC-MD08,https://www.congress.gov/member/chris-van-hollen/V000128,"Van Hollen, Chris - Senator","Van Hollen, Chris",M,01/10/59,Maryland,08,2608,MD08,2003-2017,,,109,110,111,112,113,114,,,,
MiC-MI10,https://www.congress.gov/member/candice-miller/M001150,"Miller, Candice S. - Representative","Miller, Candice S.",F,05/07/54,Michigan,10,2810,MI10,2003-2017,,,109,110,111,112,113,114,,,,
MuT-PA18,https://www.congress.gov/member/tim-murphy/M001151,"Murphy, Tim - Representative","Murphy, Tim",M,,Pennsylvania,18,4618,PA18,2003-2017,,,109,110,111,112,113,114,,,,
NeR-TX19,https://www.congress.gov/member/randy-neugebauer/N000182,"Neugebauer, Randy - Representative","Neugebauer, Randy",M,,Texas,19,5319,TX19,2003-2017,,,109,110,111,112,113,114,,,,
BoM-GU00,https://www.congress.gov/member/madeleine-bordallo/B001245,"Bordallo, Madeleine Z. - Delegate","Bordallo, Madeleine Z.",F,,Guam,00,1600,GU00,2003-2019,,,109,110,111,112,113,114,115,,,
HeJ-TX05,https://www.congress.gov/member/jeb-hensarling/H001036,"Hensarling, Jeb - Representative","Hensarling, Jeb",M,,Texas,05,5305,TX05,2003-2019,,,109,110,111,112,113,114,115,,,
BlM-TN07,https://www.congress.gov/member/marsha-blackburn/B001243,"Blackburn, Marsha - Senator","Blackburn, Marsha",F,,Tennessee,07,5107,TN07,2003-2019,,,109,110,111,112,113,114,115,,,
BiR-UT01,https://www.congress.gov/member/rob-bishop/B001250,"Bishop, Rob - Representative","Bishop, Rob",M,,Utah,01,5501,UT01,2003-2021,,,109,110,111,112,113,114,115,116,,
KiS-IA04,https://www.congress.gov/member/steve-king/K000362,"King, Steve - Representative","King, Steve",M,05/28/49,Iowa,04,2104,IA04,2003-2021,,,109,110,111,112,113,114,115,116,,
NuD-CA22,https://www.congress.gov/member/devin-nunes/N000181,"Nunes, Devin - Representative","Nunes, Devin",,,California,22,0822,CA22,2003-2022,,,109,110,111,112,113,114,115,116,117,
CoJ-TN05,https://www.congress.gov/member/james-cooper/C000754,"Cooper, Jim - Representative","Cooper, Jim",M,,Tennessee,05,5105,TN05,2003-2023,,,109,110,111,112,113,114,115,116,117,
RyT-OH13,https://www.congress.gov/member/tim-ryan/R000577,"Ryan, Tim - Representative","Ryan, Tim",M,,Ohio,13,4213,OH13,2003-2023,,,109,110,111,112,113,114,115,116,117,
RuC-MD02,https://www.congress.gov/member/c-a-ruppersberger/R000576,"Ruppersberger, C. A. Dutch - Representative","Ruppersberger, C. A. Dutch",M,01/31/46,Maryland,02,2602,MD02,2003-2024,,,109,110,111,112,113,114,115,116,117,118
RoM-AL03,https://www.congress.gov/member/mike-rogers/R000575,"Rogers, Mike D. - Representative","Rogers, Mike D.",,,Alabama,03,0103,AL03,2003-2024,,,109,110,111,112,113,114,115,116,117,118
CoT-OK04,https://www.congress.gov/member/tom-cole/C001053,"Cole, Tom - Representative","Cole, Tom",,,Oklahoma,04,4404,OK04,2003-2024,,,109,110,111,112,113,114,115,116,117,118
GrR-AZ07,https://www.congress.gov/member/ral-grijalva/G000551,"Grijalva, Raúl M. - Representative","Grijalva, Raúl M.",,,Arizona,07,0407,AZ07,2003-2024,,,109,110,111,112,113,114,115,116,117,118
TuM-OH10,https://www.congress.gov/member/michael-turner/T000463,"Turner, Michael R. - Representative","Turner, Michael R.",M,,Ohio,10,4210,OH10,2003-2024,,,109,110,111,112,113,114,115,116,117,118
ScD-GA13,https://www.congress.gov/member/david-scott/S001157,"Scott, David - Representative","Scott, David",M,06/27/45,Georgia,13,1513,GA13,2003-2024,,,109,110,111,112,113,114,115,116,117,118
DiM-FL26,https://www.congress.gov/member/mario-diaz-balart/D000600,"Diaz-Balart, Mario - Representative","Diaz-Balart, Mario",M,09/25/61,Florida,26,1326,FL26,2003-2024,,,109,110,111,112,113,114,115,116,117,118
BuM-TX26,https://www.congress.gov/member/michael-burgess/B001248,"Burgess, Michael C. - Representative","Burgess, Michael C.",M,,Texas,26,5326,TX26,2003-2024,,,109,110,111,112,113,114,115,116,117,118
