UniqueID,GovernmentURL,FullName,FirstName,LastName,Gender,DOB,Party,HouseTerms,State,StateAbr,District,CombStateDistrict,StateDistID,FirstSession,SecondSession,ThirdSession,Congress109,Congress110,Congress111,Congress112,Congress113,Congress114,Congress115,Congress116,Congress117,Congress118
BoM-CA45,https://www.congress.gov/member/mary-bono-mack/B001228,"Bono Mack, Mary",Mary,Bono Mack,F,10/24/61,Republican,House: 1997-2013,California,CA,45,CA45,0645,1997-2013,,,109,110,111,112,0,0,0,0,0,0
KiM-OH15,https://www.congress.gov/member/mary-jo-kilroy/K000372,"Kilroy, Mary Jo",Mary Jo,Kilroy,F,04/30/49,Democratic,House: 2009-2011,Ohio,OH,15,OH15,3915,2009-2011,,,0,0,111,0,0,0,0,0,0,0
SaM-AZ05,https://www.congress.gov/member/matt-salmon/S000018,"Salmon, Matt",Matt,Salmon,M,01/21/58,Republican,"House: 1995-2001, 2013-2017",Arizona,AZ,05,AZ05,0405,2013-2017,,,0,0,0,0,113,114,0,0,0,0
HiM-NY22,https://www.congress.gov/member/maurice-hinchey/H000627,"Hinchey, Maurice D.",Maurice D.,Hinchey,M,10/27/38,Democratic,House: 1993-2013,New York,NY,22,NY22,3622,1993-2013,,,109,110,111,112,0,0,0,0,0,0
MiM-OH07,https://www.congress.gov/member/max-miller/M001222,"Miller, Max L.",Max L.,Miller,M,11/13/88,Republican,House: 2023-Present,Ohio,OH,07,OH07,3907,2023-2024,,,0,0,0,0,0,0,0,0,0,118
FlM-TX34,https://www.congress.gov/member/mayra-flores/F000473,"Flores, Mayra",Mayra,Flores,F,01/01/86,Republican,House: 2022-2023,Texas,TX,34,TX34,4834,2022-2023,,,0,0,0,0,0,0,0,0,117,0
HiM-HI02,https://www.congress.gov/member/mazie-hirono/H001042,"Hirono, Mazie K.",Mazie K.,Hirono,F,11/03/47,Democratic,House: 2007-2013,Hawaii,HI,02,HI02,1502,2007-2013,,,0,110,111,112,0,0,0,0,0,0
MeC-LA03,https://www.congress.gov/member/charlie-melancon/M001161,"Melancon, Charlie",Charlie,Melancon,M,10/03/47,Democratic,House: 2005-2011,Louisiana,LA,03,LA03,2203,2005-2011,,,109,110,111,0,0,0,0,0,0,0
LoM-UT04,https://www.congress.gov/member/mia-love/L000584,"Love, Mia B.",Mia B.,Love,F,12/06/75,Republican,House: 2015-2019,Utah,UT,04,UT04,4904,2015-2019,,,0,0,0,0,0,114,115,0,0,0
BuM-TX26,https://www.congress.gov/member/michael-burgess/B001248,"Burgess, Michael C.",Michael C.,Burgess,M,12/23/50,Republican,House: 2003-Present,Texas,TX,26,TX26,4826,2003-2024,,,109,110,111,112,113,114,115,116,117,118
GrM-NY11,https://www.congress.gov/member/michael-grimm/G000569,"Grimm, Michael G.",Michael G.,Grimm,M,02/07/70,Republican,House: 2011-2015,New York,NY,11,NY11,3611,2011-2015,,,0,0,0,112,113,0,0,0,0,0
MiM-ME02,https://www.congress.gov/member/michael-michaud/M001149,"Michaud, Michael H.",Michael H.,Michaud,M,01/18/55,Democratic,House: 2003-2015,Maine,ME,02,ME02,2302,2003-2015,,,109,110,111,112,113,0,0,0,0,0
BaM-MN06,https://www.congress.gov/member/michele-bachmann/B001256,"Bachmann, Michele",Michele,Bachmann,F,04/06/56,Republican,House: 2007-2015,Minnesota,MN,06,MN06,2706,2007-2015,,,0,110,111,112,113,0,0,0,0,0
LuM-NM01,https://www.congress.gov/member/michelle-lujan-grisham/L000580,"Lujan Grisham, Michelle",Michelle,Lujan Grisham,F,10/24/59,Democratic,House: 2013-2019,New Mexico,NM,01,NM01,3501,2013-2019,,,0,0,0,0,113,114,115,0,0,0
MuM-SC05,https://www.congress.gov/member/mick-mulvaney/M001182,"Mulvaney, Mick",Mick,Mulvaney,M,07/21/67,Republican,House: 2011-2017,South Carolina,SC,05,SC05,4505,2011-2017,,,0,0,0,112,113,114,0,0,0,0
TrD-MI11,https://www.congress.gov/member/david-trott/T000475,"Trott, David A.",David A.,Trott,M,10/16/60,Republican,House: 2015-2019,Michigan,MI,11,MI11,2611,2015-2019,,,0,0,0,0,0,114,115,0,0,0
PeM-IN06,https://www.congress.gov/member/mike-pence/P000587,"Pence, Mike",Mike,Pence,M,06/07/59,Republican,House: 2001-2013,Indiana,IN,06,IN06,1806,2001-2013,,,109,110,111,112,0,0,0,0,0,0
BiM-MI08,https://www.congress.gov/member/mike-bishop/B001293,"Bishop, Mike",Mike,Bishop,M,03/18/67,Republican,House: 2015-2019,Michigan,MI,08,MI08,2608,2015-2019,,,0,0,0,0,0,114,115,0,0,0
CaM-MA07,https://www.congress.gov/member/michael-capuano/C001037,"Capuano, Michael E.",Michael E.,Capuano,M,01/09/52,Democratic,House: 1999-2019,Massachusetts,MA,07,MA07,2507,1999-2019,,,109,110,111,112,113,114,115,0,0,0
KeM-PA16,https://www.congress.gov/member/mike-kelly/K000376,"Kelly, Mike",Mike,Kelly,M,05/10/48,Republican,House: 2011-Present,Pennsylvania,PA,16,PA16,4216,2011-2024,,,0,0,0,112,113,114,115,116,117,118
McM-NC07,https://www.congress.gov/member/mike-mcintyre/M000485,"McIntyre, Mike",Mike,McIntyre,M,08/06/56,Democratic,House: 1997-2015,North Carolina,NC,07,NC07,3707,1997-2015,,,109,110,111,112,113,0,0,0,0,0
PoM-KS04,https://www.congress.gov/member/mike-pompeo/P000602,"Pompeo, Mike",Mike,Pompeo,M,12/30/63,Republican,House: 2011-2017,Kansas,KS,04,KS04,2004,2011-2017,,,0,0,0,112,113,114,0,0,0,0
RoM-AR04,https://www.congress.gov/member/mike-ross/R000573,"Ross, Mike",Mike,Ross,M,08/02/61,Democratic,House: 2001-2013,Arkansas,AR,04,AR04,0504,2001-2013,,,109,110,111,112,0,0,0,0,0,0
WaM-CA45,https://www.congress.gov/member/mimi-walters/W000820,"Walters, Mimi",Mimi,Walters,F,05/14/62,Republican,House: 2015-2019,California,CA,45,CA45,0645,2015-2019,,,0,0,0,0,0,114,115,0,0,0
JoM-NY17,https://www.congress.gov/member/mondaire-jones/J000306,"Jones, Mondaire",Mondaire,Jones,M,05/18/87,Democratic,House: 2021-2023,New York,NY,17,NY17,3617,2021-2023,,,0,0,0,0,0,0,0,0,117,0
HaN-NY19,https://www.congress.gov/member/nan-hayworth/H001054,"Hayworth, Nan A. S.",Nan A. S.,Hayworth,F,12/14/59,Republican,House: 2011-2013,New York,NY,19,NY19,3619,2011-2013,,,0,0,0,112,0,0,0,0,0,0
DeN-GA09,https://www.congress.gov/member/nathan-deal/D000168,"Deal, Nathan",Nathan,Deal,M,08/25/42,Republican,House: 1993-2010,Georgia,GA,09,GA09,1309,1993-2010,,,109,110,111,0,0,0,0,0,0,0
AbN-HI01,https://www.congress.gov/member/neil-abercrombie/A000014,"Abercrombie, Neil",Neil,Abercrombie,M,06/26/38,Democratic,"House: 1985-1987, 1991-2011",Hawaii,HI,01,HI01,1501,1991-2011,,,109,110,111,0,0,0,0,0,0,0
LaN-NY23,https://www.congress.gov/member/nicholas-langworthy/L000600,"Langworthy, Nicholas A.",Nicholas A.,Langworthy,M,02/27/81,Republican,House: 2023-Present,New York,NY,23,NY23,3623,2023-2024,,,0,0,0,0,0,0,0,0,0,118
LaN-TX22,https://www.congress.gov/member/nick-lampson/L000043,"Lampson, Nick",Nick,Lampson,M,02/14/45,Democratic,"House: 1997-2005, 2007-2009",Texas,TX,22,TX22,4822,2007-2009,,,0,110,0,0,0,0,0,0,0,0
ToN-CA35,https://www.congress.gov/member/norma-torres/T000474,"Torres, Norma J.",Norma J.,Torres,F,04/04/65,Democratic,House: 2015-Present,California,CA,35,CA35,0635,2015-2024,,,0,0,0,0,0,114,115,116,117,118
VeN-NY07,https://www.congress.gov/member/nydia-velazquez/V000081,"Velazquez, Nydia M.",Nydia M.,Velazquez,F,03/28/53,Democratic,House: 1993-Present,New York,NY,07,NY07,3607,1993-2024,,,109,110,111,112,113,114,115,116,117,118
BrA-MD04,https://www.congress.gov/member/anthony-brown/B001304,"Brown, Anthony G.",Anthony G.,Brown,M,11/21/61,Democratic,House: 2017-2023,Maryland,MD,04,MD04,2404,2017-2023,,,0,0,0,0,0,0,115,116,117,0
MeP-PA07,https://www.congress.gov/member/patrick-meehan/M001181,"Meehan, Patrick",Patrick,Meehan,M,10/20/55,Republican,House: 2011-2018,Pennsylvania,PA,07,PA07,4207,2011-2018,,,0,0,0,112,113,114,115,0,0,0
McP-NC10,https://www.congress.gov/member/patrick-mchenry/M001156,"McHenry, Patrick T.",Patrick T.,McHenry,M,11/22/75,Republican,House: 2005-Present,North Carolina,NC,10,NC10,3710,2005-2024,,,109,110,111,112,113,114,115,116,117,118
MuP-FL18,https://www.congress.gov/member/patrick-murphy/M001191,"Murphy, Patrick",Patrick,Murphy,M,03/30/83,Democratic,House: 2013-2017,Florida,FL,18,FL18,1218,2013-2017,,,0,0,0,0,113,114,0,0,0,0
MuP-PA08,https://www.congress.gov/member/patrick-murphy/M001168,"Murphy, Patrick J.",Patrick J.,Murphy,M,10/19/73,Democratic,House: 2007-2011,Pennsylvania,PA,08,PA08,4208,2007-2011,,,0,110,111,0,0,0,0,0,0,0
TiP-OH12,https://www.congress.gov/member/patrick-tiberi/T000462,"Tiberi, Patrick J.",Patrick J.,Tiberi,M,10/21/62,Republican,House: 2001-2018,Ohio,OH,12,OH12,3912,2001-2018,,,109,110,111,112,113,114,115,0,0,0
BrP-GA10,https://www.congress.gov/member/paul-broun/B001262,"Broun, Paul C.",Paul C.,Broun,M,05/14/46,Republican,House: 2007-2015,Georgia,GA,10,GA10,1310,2007-2015,,,0,110,111,112,113,0,0,0,0,0
HoP-NH02,https://www.congress.gov/member/paul-hodes/H001043,"Hodes, Paul W.",Paul W.,Hodes,M,03/21/51,Democratic,House: 2007-2011,New Hampshire,NH,02,NH02,3302,2007-2011,,,0,110,111,0,0,0,0,0,0,0
KaP-PA11,https://www.congress.gov/member/paul-kanjorski/K000008,"Kanjorski, Paul E.",Paul E.,Kanjorski,M,04/02/37,Democratic,House: 1985-2011,Pennsylvania,PA,11,PA11,4211,1985-2011,,,109,110,111,0,0,0,0,0,0,0
PeS-NM02,https://www.congress.gov/member/stevan-pearce/P000588,"Pearce, Stevan",Stevan,Pearce,M,08/24/47,Republican,"House: 2003-2009, 2011-2019",New Mexico,NM,02,NM02,3502,2003-2009,2011-2019,,0,110,0,112,113,114,115,0,0,0
PiP-PR00,https://www.congress.gov/member/pedro-pierluisi/P000596,"Pierluisi, Pedro R.",Pedro R.,Pierluisi,M,04/26/59,Democratic,House: 2009-2017,Puerto Rico,PR,00,PR00,0000,2009-2017,,,0,0,111,112,113,114,0,0,0,0
GaP-TX23,https://www.congress.gov/member/pete-gallego/G000572,"Gallego, Pete P.",Pete P.,Gallego,M,12/02/61,Democratic,House: 2013-2015,Texas,TX,23,TX23,4823,2013-2015,,,0,0,0,0,113,0,0,0,0,0
RoP-IL06,https://www.congress.gov/member/peter-roskam/R000580,"Roskam, Peter J.",Peter J.,Roskam,M,09/13/61,Republican,House: 2007-2019,Illinois,IL,06,IL06,1706,2007-2019,,,0,110,111,112,113,114,115,0,0,0
WeP-VT00,https://www.congress.gov/member/peter-welch/W000800,"Welch, Peter",Peter,Welch,M,05/02/47,Democratic,House: 2007-2023,Vermont,VT,00,VT00,5000,2007-2023,,,0,110,111,112,113,114,115,116,117,0
SeP-TX17,https://www.congress.gov/member/pete-sessions/S000250,"Sessions, Pete",Pete,Sessions,M,03/22/55,Republican,"House: 1997-2019, 2021-Present",Texas,TX,17,TX17,4817,1997-2019,2021-2024,,109,110,111,112,113,114,115,0,117,118
KeP-RI01,https://www.congress.gov/member/patrick-kennedy/K000113,"Kennedy, Patrick J.",Patrick J.,Kennedy,M,07/14/67,Democratic,House: 1995-2011,Rhode Island,RI,01,RI01,4401,1995-2011,,,109,110,111,0,0,0,0,0,0,0
CaF-TX23,https://www.congress.gov/member/francisco-canseco/C001082,"Canseco, Francisco ""Quico""","Francisco ""Quico""",Canseco,M,07/30/49,Republican,House: 2011-2013,Texas,TX,23,TX23,4823,2011-2013,,,0,0,0,112,0,0,0,0,0,0
EmR-IL05,https://www.congress.gov/member/rahm-emanuel/E000287,"Emanuel, Rahm",Rahm,Emanuel,M,11/29/59,Democratic,House: 2003-2009,Illinois,IL,05,IL05,1705,2003-2009,,,109,110,0,0,0,0,0,0,0,0
HaR-TX04,https://www.congress.gov/member/ralph-hall/H000067,"Hall, Ralph M.",Ralph M.,Hall,M,05/03/23,Republican,House: 1981-2015,Texas,TX,04,TX04,4804,1981-2015,,,109,110,111,112,113,0,0,0,0,0
FoJ-VA04,https://www.congress.gov/member/j-forbes/F000445,"Forbes, J. Randy",J. Randy,Forbes,M,02/17/52,Republican,House: 2001-2017,Virginia,VA,04,VA04,5104,2001-2017,,,109,110,111,112,113,114,0,0,0,0
NeR-TX19,https://www.congress.gov/member/randy-neugebauer/N000182,"Neugebauer, Randy",Randy,Neugebauer,M,12/24/49,Republican,House: 2003-2017,Texas,TX,19,TX19,4819,2003-2017,,,109,110,111,112,113,114,0,0,0,0
LaR-ID01,https://www.congress.gov/member/raul-labrador/L000573,"Labrador, Raul R.",Raul R.,Labrador,M,12/08/67,Republican,House: 2011-2019,Idaho,ID,01,ID01,1601,2011-2019,,,0,0,0,112,113,114,115,0,0,0
LaR-IL18,https://www.congress.gov/member/ray-lahood/L000552,"LaHood, Ray",Ray,LaHood,M,12/06/45,Republican,House: 1995-2009,Illinois,IL,18,IL18,1718,1995-2009,,,109,110,0,0,0,0,0,0,0,0
CrM-PA12,https://www.congress.gov/member/mark-critz/C001081,"Critz, Mark S.",Mark S.,Critz,M,01/05/62,Democratic,House: 2010-2013,Pennsylvania,PA,12,PA12,4212,2010-2013,,,0,0,111,112,0,0,0,0,0,0
ReR-AZ01,https://www.congress.gov/member/rick-renzi/R000574,"Renzi, Rick",Rick,Renzi,M,06/11/58,Republican,House: 2003-2009,Arizona,AZ,01,AZ01,0401,2003-2009,,,109,110,0,0,0,0,0,0,0,0
ClA-GA09,https://www.congress.gov/member/andrew-clyde/C001116,"Clyde, Andrew S.",Andrew S.,Clyde,M,11/22/63,Republican,House: 2021-Present,Georgia,GA,09,GA09,1309,2021-2024,,,0,0,0,0,0,0,0,0,117,118
JaJ-IL01,https://www.congress.gov/member/jonathan-jackson/J000309,"Jackson, Jonathan L.",Jonathan L.,Jackson,M,01/07/66,Democratic,House: 2023-Present,Illinois,IL,01,IL01,1701,2023-2024,,,0,0,0,0,0,0,0,0,0,118
MaS-RI02,https://www.congress.gov/member/seth-magaziner/M001223,"Magaziner, Seth",Seth,Magaziner,M,07/22/83,Democratic,House: 2023-Present,Rhode Island,RI,02,RI02,4402,2023-2024,,,0,0,0,0,0,0,0,0,0,118
GrP-AL05,https://www.congress.gov/member/parker-griffith/G000557,"Griffith, Parker",Parker,Griffith,M,08/06/42,Republican,House: 2009-2011,Alabama,AL,05,AL05,0105,2009-2011,,,0,0,111,0,0,0,0,0,0,0
PeM-AK00,https://www.congress.gov/member/mary-peltola/P000619,"Peltola, Mary Sattler",Mary Sattler,Peltola,F,08/31/73,Democratic,House: 2022-Present,Alaska,AK,00,AK00,0200,2022-2024,,,0,0,0,0,0,0,0,0,117,118
SoS-FL02,https://www.congress.gov/member/steve-southerland/S001186,"Southerland, Steve II",Steve II,Southerland,M,10/10/65,Republican,House: 2011-2015,Florida,FL,02,FL02,1202,2011-2015,,,0,0,0,112,113,0,0,0,0,0
StM-NM01,https://www.congress.gov/member/melanie-stansbury/S001218,"Stansbury, Melanie Ann",Melanie Ann,Stansbury,F,01/31/79,Democratic,House: 2021-Present,New Mexico,NM,01,NM01,3501,2021-2024,,,0,0,0,0,0,0,0,0,117,118
WoS-AR03,https://www.congress.gov/member/steve-womack/W000809,"Womack, Steve",Steve,Womack,M,02/18/57,Republican,House: 2011-Present,Arkansas,AR,03,AR03,0503,2011-2024,,,0,0,0,112,113,114,115,116,117,118
BeA-FL04,https://www.congress.gov/member/aaron-bean/B001314,"Bean, Aaron",Aaron,Bean,M,01/25/67,Republican,House: 2023-Present,Florida,FL,04,FL04,1204,2023-2024,,,0,0,0,0,0,0,0,0,0,118
AbR-LA05,https://www.congress.gov/member/ralph-abraham/A000374,"Abraham, Ralph Lee",Ralph Lee,Abraham,M,09/16/54,Republican,House: 2015-2021,Louisiana,LA,05,LA05,2205,2015-2021,,,0,0,0,0,0,114,115,116,0,0
AdA-NC12,https://www.congress.gov/member/alma-adams/A000370,"Adams, Alma S.",Alma S.,Adams,F,05/27/46,Democratic,House: 2014-Present,North Carolina,NC,12,NC12,3712,2014-2024,,,0,0,0,0,113,114,115,116,117,118
ScA-CA30,https://www.congress.gov/member/adam-schiff/S001150,"Schiff, Adam B.",Adam B.,Schiff,M,06/22/60,Democratic,House: 2001-Present,California,CA,30,CA30,0630,2001-2024,,,109,110,111,112,113,114,115,116,117,118
SmA-WA09,https://www.congress.gov/member/adam-smith/S000510,"Smith, Adam",Adam,Smith,M,06/15/65,Democratic,House: 1997-Present,Washington,WA,09,WA09,5309,1997-2024,,,109,110,111,112,113,114,115,116,117,118
SmA-NE03,https://www.congress.gov/member/adrian-smith/S001172,"Smith, Adrian",Adrian,Smith,M,12/19/70,Republican,House: 2007-Present,Nebraska,NE,03,NE03,3103,2007-2024,,,0,110,111,112,113,114,115,116,117,118
MoA-WV02,https://www.congress.gov/member/alexander-mooney/M001195,"Mooney, Alexander X.",Alexander X.,Mooney,M,06/07/71,Republican,House: 2015-Present,West Virginia,WV,02,WV02,5402,2015-2024,,,0,0,0,0,0,114,115,116,117,118
GrA-TX09,https://www.congress.gov/member/al-green/G000553,"Green, Al",Al,Green,M,09/01/47,Democratic,House: 2005-Present,Texas,TX,09,TX09,4809,2005-2024,,,109,110,111,112,113,114,115,116,117,118
RaA-AS00,https://www.congress.gov/member/aumua-amata-radewagen/R000600,"Radewagen, Aumua Amata Coleman",Aumua Amata Coleman,Radewagen,F,12/29/47,Republican,House: 2015-Present,American Samoa,AS,00,AS00,0000,2015-2024,,,0,0,0,0,0,114,115,116,117,118
CaA-IN07,https://www.congress.gov/member/andre-carson/C001072,"Carson, Andre",Andre,Carson,M,10/16/74,Democratic,House: 2008-Present,Indiana,IN,07,IN07,1807,2008-2024,,,0,110,111,112,113,114,115,116,117,118
BaA-KY06,https://www.congress.gov/member/andy-barr/B001282,"Barr, Andy",Andy,Barr,M,07/24/73,Republican,House: 2013-Present,Kentucky,KY,06,KY06,2106,2013-2024,,,0,0,0,0,113,114,115,116,117,118
BiA-AZ05,https://www.congress.gov/member/andy-biggs/B001302,"Biggs, Andy",Andy,Biggs,M,11/07/58,Republican,House: 2017-Present,Arizona,AZ,05,AZ05,0405,2017-2024,,,0,0,0,0,0,0,115,116,117,118
HaA-MD01,https://www.congress.gov/member/andy-harris/H001052,"Harris, Andy",Andy,Harris,M,01/25/57,Republican,House: 2011-Present,Maryland,MD,01,MD01,2401,2011-2024,,,0,0,0,112,113,114,115,116,117,118
KiA-NJ03,https://www.congress.gov/member/andy-kim/K000394,"Kim, Andy",Andy,Kim,M,07/12/82,Democratic,House: 2019-Present,New Jersey,NJ,03,NJ03,3403,2019-2024,,,0,0,0,0,0,0,0,116,117,118
LeA-MI09,https://www.congress.gov/member/andy-levin/L000592,"Levin, Andy",Andy,Levin,M,08/10/60,Democratic,House: 2019-2023,Michigan,MI,09,MI09,2609,2019-2023,,,0,0,0,0,0,0,0,116,117,0
CrA-MN02,https://www.congress.gov/member/angie-craig/C001119,"Craig, Angie",Angie,Craig,F,02/14/72,Democratic,House: 2019-Present,Minnesota,MN,02,MN02,2702,2019-2024,,,0,0,0,0,0,0,0,116,117,118
EsA-CA16,https://www.congress.gov/member/anna-eshoo/E000215,"Eshoo, Anna G.",Anna G.,Eshoo,F,12/13/42,Democratic,House: 1993-Present,California,CA,16,CA16,0616,1993-2024,,,109,110,111,112,113,114,115,116,117,118
KuA-NH02,https://www.congress.gov/member/ann-kuster/K000382,"Kuster, Ann M.",Ann M.,Kuster,F,09/05/56,Democratic,House: 2013-Present,New Hampshire,NH,02,NH02,3302,2013-2024,,,0,0,0,0,113,114,115,116,117,118
WaA-MO02,https://www.congress.gov/member/ann-wagner/W000812,"Wagner, Ann",Ann,Wagner,F,09/13/62,Republican,House: 2013-Present,Missouri,MO,02,MO02,2902,2013-2024,,,0,0,0,0,113,114,115,116,117,118
OcA-NY14,https://www.congress.gov/member/alexandria-ocasio-cortez/O000172,"Ocasio-Cortez, Alexandria",Alexandria,Ocasio-Cortez,F,10/13/89,Democratic,House: 2019-Present,New York,NY,14,NY14,3614,2019-2024,,,0,0,0,0,0,0,0,116,117,118
ArK-ND00,https://www.congress.gov/member/kelly-armstrong/A000377,"Armstrong, Kelly",Kelly,Armstrong,F,10/08/76,Republican,House: 2019-Present,North Dakota,ND,00,ND00,3800,2019-2024,,,0,0,0,0,0,0,0,116,117,118
ArJ-TX19,https://www.congress.gov/member/jodey-arrington/A000375,"Arrington, Jodey C.",Jodey C.,Arrington,M,03/09/72,Republican,House: 2017-Present,Texas,TX,19,TX19,4819,2017-2024,,,0,0,0,0,0,0,115,116,117,118
HiA-IA02,https://www.congress.gov/member/ashley-hinson/H001091,"Hinson, Ashley",Ashley,Hinson,F,06/27/83,Republican,House: 2021-Present,Iowa,IA,02,IA02,1902,2021-2024,,,0,0,0,0,0,0,0,0,117,118
AuJ-MA04,https://www.congress.gov/member/jake-auchincloss/A000148,"Auchincloss, Jake",Jake,Auchincloss,M,01/29/88,Democratic,House: 2021-Present,Massachusetts,MA,04,MA04,2504,2021-2024,,,0,0,0,0,0,0,0,0,117,118
BaT-OH12,https://www.congress.gov/member/troy-balderson/B001306,"Balderson, Troy",Troy,Balderson,M,01/16/62,Republican,House: 2018-Present,Ohio,OH,12,OH12,3912,2018-2024,,,0,0,0,0,0,0,115,116,117,118
LeB-CA12,https://www.congress.gov/member/barbara-lee/L000551,"Lee, Barbara",Barbara,Lee,F,07/16/46,Democratic,House: 1997-Present,California,CA,12,CA12,0612,1997-2024,,,109,110,111,112,113,114,115,116,117,118
BaN-CA44,https://www.congress.gov/member/nanette-barragan/B001300,"Barragan, Nanette Diaz",Nanette Diaz,Barragan,F,09/15/76,Democratic,House: 2017-Present,California,CA,44,CA44,0644,2017-2024,,,0,0,0,0,0,0,115,116,117,118
BaJ-SC03,https://www.congress.gov/member/j-barrett/B001239,"Barrett, J. Gresham",J. Gresham,Barrett,M,02/14/61,Republican,House: 2003-2011,South Carolina,SC,03,SC03,4503,2003-2011,,,109,110,111,0,0,0,0,0,0,0
MoB-AL02,https://www.congress.gov/member/barry-moore/M001212,"Moore, Barry",Barry,Moore,M,09/26/66,Republican,House: 2021-Present,Alabama,AL,02,AL02,0102,2021-2024,,,0,0,0,0,0,0,0,0,117,118
BeJ-OH03,https://www.congress.gov/member/joyce-beatty/B001281,"Beatty, Joyce",Joyce,Beatty,F,03/12/50,Democratic,House: 2013-Present,Ohio,OH,03,OH03,3903,2013-2024,,,0,0,0,0,113,114,115,116,117,118
BaB-VT00,https://www.congress.gov/member/becca-balint/B001318,"Balint, Becca",Becca,Balint,F,05/04/68,Democratic,House: 2023-Present,Vermont,VT,00,VT00,5000,2023-2024,,,0,0,0,0,0,0,0,0,0,118
ClB-VA06,https://www.congress.gov/member/ben-cline/C001118,"Cline, Ben",Ben,Cline,M,02/29/72,Republican,House: 2019-Present,Virginia,VA,06,VA06,5106,2019-2024,,,0,0,0,0,0,0,0,116,117,118
BeC-OR02,https://www.congress.gov/member/cliff-bentz/B000668,"Bentz, Cliff",Cliff,Bentz,M,01/12/52,Republican,House: 2021-Present,Oregon,OR,02,OR02,4102,2021-2024,,,0,0,0,0,0,0,0,0,117,118
BeA-CA06,https://www.congress.gov/member/ami-bera/B001287,"Bera, Ami",Ami,Bera,M,03/02/65,Democratic,House: 2013-Present,California,CA,06,CA06,0606,2013-2024,,,0,0,0,0,113,114,115,116,117,118
VaB-TX24,https://www.congress.gov/member/beth-van-duyne/V000134,"Van Duyne, Beth",Beth,Van Duyne,F,11/16/70,Republican,House: 2021-Present,Texas,TX,24,TX24,4824,2021-2024,,,0,0,0,0,0,0,0,0,117,118
BiS-OK05,https://www.congress.gov/member/stephanie-bice/B000740,"Bice, Stephanie I.",Stephanie I.,Bice,F,11/11/73,Republican,House: 2021-Present,Oklahoma,OK,05,OK05,4005,2021-2024,,,0,0,0,0,0,0,0,0,117,118
FoB-IL11,https://www.congress.gov/member/bill-foster/F000454,"Foster, Bill",Bill,Foster,M,10/07/55,Democratic,"House: 2008-2011, 2013-Present",Illinois,IL,11,IL11,1711,2008-2011,2013-2024,,0,110,111,0,113,114,115,116,117,118
JoB-OH06,https://www.congress.gov/member/bill-johnson/J000292,"Johnson, Bill",Bill,Johnson,M,11/10/54,Republican,House: 2011-Present,Ohio,OH,06,OH06,3906,2011-2024,,,0,0,0,112,113,114,115,116,117,118
LuB-MO03,https://www.congress.gov/member/blaine-luetkemeyer/L000569,"Luetkemeyer, Blaine",Blaine,Luetkemeyer,M,05/07/52,Republican,House: 2009-Present,Missouri,MO,03,MO03,2903,2009-2024,,,0,0,111,112,113,114,115,116,117,118
MoB-UT01,https://www.congress.gov/member/blake-moore/M001213,"Moore, Blake D.",Blake D.,Moore,M,06/22/80,Republican,House: 2021-Present,Utah,UT,01,UT01,4901,2021-2024,,,0,0,0,0,0,0,0,0,117,118
BlE-OR03,https://www.congress.gov/member/earl-blumenauer/B000574,"Blumenauer, Earl",Earl,Blumenauer,M,08/16/48,Democratic,House: 1995-Present,Oregon,OR,03,OR03,4103,1995-2024,,,109,110,111,112,113,114,115,116,117,118
GoB-VA05,https://www.congress.gov/member/bob-good/G000595,"Good, Bob",Bob,Good,M,09/11/65,Republican,House: 2021-Present,Virginia,VA,05,VA05,5105,2021-2024,,,0,0,0,0,0,0,0,0,117,118
BoL-CO03,https://www.congress.gov/member/lauren-boebert/B000825,"Boebert, Lauren",Lauren,Boebert,F,12/19/86,Republican,House: 2021-Present,Colorado,CO,03,CO03,0803,2021-2024,,,0,0,0,0,0,0,0,0,117,118
BoS-OR01,https://www.congress.gov/member/suzanne-bonamici/B001278,"Bonamici, Suzanne",Suzanne,Bonamici,F,10/14/54,Democratic,House: 2012-Present,Oregon,OR,01,OR01,4101,2012-2024,,,0,0,0,112,113,114,115,116,117,118
WaB-NJ12,https://www.congress.gov/member/bonnie-watson-coleman/W000822,"Watson Coleman, Bonnie",Bonnie,Watson Coleman,F,02/06/45,Democratic,House: 2015-Present,New Jersey,NJ,12,NJ12,3412,2015-2024,,,0,0,0,0,0,114,115,116,117,118
BoM-IL12,https://www.congress.gov/member/mike-bost/B001295,"Bost, Mike",Mike,Bost,M,12/30/60,Republican,House: 2015-Present,Illinois,IL,12,IL12,1712,2015-2024,,,0,0,0,0,0,114,115,116,117,118
BoJ-NY16,https://www.congress.gov/member/jamaal-bowman/B001223,"Bowman, Jamaal",Jamaal,Bowman,M,04/01/76,Democratic,House: 2021-Present,New York,NY,16,NY16,3616,2021-2024,,,0,0,0,0,0,0,0,0,117,118
AsB-NE02,https://www.congress.gov/member/brad-ashford/A000373,"Ashford, Brad",Brad,Ashford,M,11/10/49,Democratic,House: 2015-2017,Nebraska,NE,02,NE02,3102,2015-2017,,,0,0,0,0,0,114,0,0,0,0
WeB-OH02,https://www.congress.gov/member/brad-wenstrup/W000815,"Wenstrup, Brad R.",Brad R.,Wenstrup,M,06/17/58,Republican,House: 2013-Present,Ohio,OH,02,OH02,3902,2013-2024,,,0,0,0,0,113,114,115,116,117,118
