UniqueID,FullName,TwitterHandle,JoinedOn,YearJoined,CreatedAfterSession,YrAfterTwitter
LuB-MO03,"Luetkemeyer, Blaine",RepBlaine,09/01/13,2013,,
MoB-UT01,"Moore, Blake D.",RepBlakeMoore,12/01/20,2020,,
BlE-OR03,"Blumenauer, Earl",repblumenauer,08/01/08,2008,,
GoB-VA05,"Good, Bob",RepBobGood,01/01/21,2021,,
BoL-CO03,"Boebert, Lauren",RepBoebert,12/01/20,2020,,
BoS-OR01,"Bonamici, Suzanne",RepBonamici,04/01/12,2012,,
WaB-NJ12,"Watson Coleman, Bonnie",RepBonnie,01/01/15,2015,,
BoM-IL12,"Bost, Mike",RepBost,01/01/15,2015,,
BoJ-NY16,"Bowman, Jamaal",RepBowman,12/01/20,2020,,
AsB-NE02,"Ashford, Brad",RepBradAshford,01/01/15,2015,,
WeB-OH02,"Wenstrup, Brad R.",RepBradWenstrup,03/01/12,2012,,
BrJ-OK02,"Brecheen, Josh",RepBrecheen,12/01/22,2022,,
BaB-TX36,"Babin, Brian",RepBrianBabin,12/01/14,2014,,
FiB-PA01,"Fitzpatrick, Brian K.",RepBrianFitz,01/01/17,2017,,
HiB-NY26,"Higgins, Brian",RepBrianHiggins,04/01/09,2009,,
MaB-FL21,"Mast, Brian J.",RepBrianMast,12/01/16,2016,,
BrA-NY22,"Brindisi, Anthony",RepBrindisi,01/01/19,2019,,
BrJ-CA26,"Brownley, Julia",RepBrownley,03/01/13,2013,,
StB-WI01,"Steil, Bryan",RepBryanSteil,12/01/18,2018,,
CaE-GA01,"Carter, Earl L. ""Buddy""",RepBuddyCarter,01/15/15,2015,,
OwB-UT04,"Owens, Burgess",RepBurgessOwens,12/01/20,2020,,
CaY-CO08,"Caraveo, Yadira",RepCaraveoMD,01/01/23,2023,,
CaS-CA24,"Carbajal, Salud O.",RepCarbajal,01/01/17,2017,,
CaT-CA29,"Cardenas, Tony",repcardenas,02/01/13,2013,,
CaD-CA18,"Cardoza, Dennis A.",RepCardoza,01/01/10,2010,,
GiC-FL28,"Gimenez, Carlos A.",RepCarlos,12/01/20,2020,,
MiC-WV01,"Miller, Carol D.",RepCarolMiller,01/01/19,2019,,
CaM-PA08,"Cartwright, Matt",RepCartwright,08/01/12,2012,,
CaG-TX35,"Casar, Greg",RepCasar,03/01/22,2022,,
CaS-IL06,"Casten, Sean",RepCasten,01/01/19,2019,,
CaM-NC11,"Cawthorn, Madison",RepCawthorn,12/01/20,2020,,
BaC-NH02,"Bass, Charles F.",RepCharlesBass,01/01/11,2011,,
DjC-HI01,"Djou, Charles K.",RepCharlesDjou,06/01/10,2010,,
DeC-PA15,"Dent, Charles W.",RepCharlieDent,01/01/11,2011,,
BuC-IL17,"Bustos, Cheri",RepCheri,01/01/13,2013,,
RoC-TX21,"Roy, Chip",RepChipRoy,01/01/19,2019,,
PaC-NH01,"Pappas, Chris",RepChrisPappas,01/01/18,2018,,
StC-UT02,"Stewart, Chris",RepChrisStewart,01/01/13,2013,,
FlC-TN03,"Fleischmann, Charles J. ""Chuck""",RepChuck,01/01/11,2011,,
CiJ-AZ06,"Ciscomani, Juan",RepCiscomani,12/01/22,2022,,
HiC-LA03,"Higgins, Clay",RepClayHiggins,03/01/17,2017,,
ClE-MO05,"Cleaver, Emanuel",repcleaver,07/01/20,2020,,
StC-FL06,"Stearns, Cliff",RepCliffStearns,02/01/09,2009,,
ClM-TX27,"Cloud, Michael",RepCloudTX,09/01/18,2018,,
CoS-TN09,"Cohen, Steve",RepCohen,07/01/10,2010,,
AlC-TX32,"Allred, Colin Z.",RepColinAllred,12/01/18,2018,,
CoC-CA22,"Conway, Connie",RepConnieConway,07/01/22,2022,,
BuC-MO01,"Bush, Cori",RepCori,06/01/18,2018,,
CuH-TX28,"Cuellar, Henry",RepCuellar,11/01/10,2010,,
CuE-MD07,"Cummings, Elijah E.",RepCummings,08/01/12,2012,,
CuJ-SC01,"Cunningham, Joe",RepCunningham,01/01/19,2019,,
ClC-FL19,"Clawson, Curt",RepCurtClawson,08/01/14,2014,,
StD-AL05,"Strong, Dale W.",RepDaleStrong,01/01/17,2017,,
BiD-NC08,"Bishop, Dan",RepDanBishop,09/01/19,2019,,
CrD-TX02,"Crenshaw, Dan",RepDanCrenshaw,01/01/19,2019,,
DoD-NY11,"Donovan, Daniel M., Jr.",RepDanDonovan,07/01/15,2015,,
GoD-NY10,"Goldman, Daniel S.",RepDanGoldman,01/01/23,2023,,
KiD-MI08,"Kildee, Daniel T.",RepDanKildee,12/01/12,2012,,
LuD-CA03,"Lungren, Daniel E.",RepDanLungren,09/01/11,2011,,
DaD-IL07,"Davis, Danny K.",RepDannyDavis,08/01/12,2012,,
IsD-CA48,"Issa, Darrell E.",repdarrellissa,08/01/09,2009,,
SoD-FL09,"Soto, Darren",RepDarrenSoto,01/01/17,2017,,
JoD-OH14,"Joyce, David P.",RepDaveJoyce,11/01/12,2012,,
ScD-AZ01,"Schweikert, David",RepDavid,12/01/10,2010,,
PrD-NC04,"Price, David E.",RepDavidEPrice,06/01/10,2010,,
KuD-TN08,"Kustoff, David",RepDavidKustoff,01/01/17,2017,,
RoD-NC07,"Rouzer, David",RepDavidRouzer,09/01/12,2012,,
DaS-KS03,"Davids, Sharice",RepDavids,01/01/19,2019,,
ScD-GA13,"Scott, David",repdavidscott,07/01/10,2010,,
TrD-MD06,"Trone, David J.",RepDavidTrone,01/01/19,2019,,
VaD-CA22,"Valadao, David G.",RepDavidValadao,01/01/13,2013,,
DeM-PA04,"Dean, Madeleine",RepDean,04/01/12,2012,,
PhD-MN03,"Phillips, Dean",RepDeanPhillips,11/01/18,2018,,
DiD-MI06,"Dingell, Debbie",RepDebDingell,11/01/13,2013,,
HaD-NM01,"Haaland, Debra A.",RepDebHaaland,01/01/19,2019,,
DeS-WA01,"DelBene, Suzan K.",RepDelBene,12/01/12,2012,,
DeA-NY19,"Delgado, Antonio",repdelgado,01/01/19,2019,,
DeC-PA17,"Deluzio, Christopher R.",RepDeluzio,12/01/22,2022,,
KiD-WA06,"Kilmer, Derek",RepDerekKilmer,01/01/13,2013,,
DeM-CA10,"DeSaulnier, Mark",RepDeSaulnier,01/01/15,2015,,
D'A-NY04,"D'Esposito, Anthony",RepDesposito,12/01/22,2022,,
DeD-CO01,"DeGette, Diana",RepDianaDeGette,04/01/09,2009,,
BlD-TN06,"Black, Diane",RepDianeBlack,02/01/10,2010,,
TiD-NV01,"Titus, Dina",repdinatitus,03/01/10,2010,,
LaD-CO05,"Lamborn, Doug",RepDLamborn,05/01/12,2012,,
LeD-AZ08,"Lesko, Debbie",RepDLesko,05/01/18,2018,,
MuD-FL26,"Mucarsel-Powell, Debbie",RepDMP,01/01/19,2019,,
DoR-IL10,"Dold, Robert J.",RepDold,01/01/11,2011,,
PaJrD-NJ10,"Payne, Donald M., Jr.",RepDonaldPayne,02/01/13,2013,,
DoB-FL19,"Donalds, Byron",RepDonaldsPress,12/01/20,2020,,
BaD-NE02,"Bacon, Don",RepDonBacon,01/01/17,2017,,
BeD-VA08,"Beyer, Donald S., Jr.",RepDonBeyer,01/01/15,2015,,
DaD-NC01,"Davis, Donald G.",RepDonDavis,01/01/23,2023,,
YoD-AK00,"Young, Don",repdonyoung,05/01/09,2009,,
CoD-GA09,"Collins, Doug",RepDougCollins,01/01/13,2013,,
FeA-GA03,"Ferguson, A. Drew, IV",RepDrewFerguson,12/01/16,2016,,
DuJ-CA13,"Duarte, John S.",RepDuarteCA13,01/01/23,2023,,
JoD-SD00,"Johnson, Dusty",RepDustyJohnson,12/01/18,2018,,
EvD-PA03,"Evans, Dwight",RepDwightEvans,11/01/09,2009,,
WaD-FL25,"Wasserman Schultz, Debbie",RepDWStweets,02/01/13,2013,,
JoE-TX30,"Johnson, Eddie Bernice",RepEBJ,07/01/10,2010,,
CaE-HI01,"Case, Ed",RepEdCase,01/01/19,2019,,
EdC-NC11,"Edwards, Chuck",RepEdwards,12/01/22,2022,,
WhE-KY01,"Whitfield, Ed",RepEdWhitfield,01/01/11,2011,,
LuE-VA02,"Luria, Elaine G.",RepElaineLuria,01/01/19,2019,,
CrE-AZ02,"Crane, Elijah",RepEliCrane,12/01/22,2022,,
EnE-NY16,"Engel, Eliot L.",RepEliotEngel,07/01/10,2010,,
ElJ-TX06,"Ellzey, Jake",RepEllzey,03/01/21,2021,,
BuE-MO07,"Burlison, Eric",RepEricBurlison,12/01/22,2022,,
SoE-IL17,"Sorensen, Eric",RepEricSorensen,01/01/23,2023,,
EsV-TX16,"Escobar, Veronica",RepEscobar,12/01/18,2018,,
EsA-NY13,"Espaillat, Adriano",RepEspaillat,01/01/17,2017,,
EzM-MS04,"Ezell, Mike",RepEzell,12/01/22,2022,,
FeR-IA04,"Feenstra, Randy",RepFeenstra,01/01/21,2021,,
VeF-TX34,"Vela, Filemon",RepFilemonVela,01/01/13,2013,,
FiS-TN08,"Fincher, Stephen Lee",RepFincherTN08,02/01/11,2011,,
FiB-MN01,"Finstad, Brad",repfinstad,08/01/22,2022,,
FiM-MN07,"Fischbach, Michelle",RepFischbach,12/01/20,2020,,
FiS-WI05,"Fitzgerald, Scott",RepFitzgerald,12/01/12,2012,,
FiM-PA08,"Fitzpatrick, Michael G.",RepFitzpatrick,01/01/11,2011,,
FlJ-LA04,"Fleming, John",RepFleming,10/01/09,2009,,
FlL-TX07,"Fletcher, Lizzie",RepFletcher,12/01/18,2018,,
GuF-NH01,"Guinta, Frank C.",RepFrankGuinta,01/01/11,2011,,
FrC-FL18,"Franklin, C. Scott",RepFranklin,12/01/20,2020,,
LuF-OK03,"Lucas, Frank D.",RepFrankLucas,01/01/11,2011,,
KeF-PA12,"Keller, Fred",RepFredKeller,06/01/19,2019,,
UpF-MI06,"Upton, Fred",RepFredUpton,03/01/10,2010,,
HiJ-AR02,"Hill, J. French",repfrenchhill,12/01/14,2014,,
GaM-WI08,"Gallagher, Mike",RepGallagher,01/01/17,2017,,
GaJ-CA08,"Garamendi, John",RepGaramendi,11/01/09,2009,,
GaA-NY02,"Garbarino, Andrew R.",RepGarbarino,12/01/20,2020,,
GrG-LA06,"Graves, Garret",RepGarretGraves,12/01/14,2014,,
GaS-NJ05,"Garrett, Scott",RepGarrett,11/01/12,2012,,
AcG-NY05,"Ackerman, Gary L.",RepGaryAckerman,11/01/09,2009,,
MiG-CA31,"Miller, Gary G.",RepGaryMiller,06/01/10,2010,,
DaG-KY04,"Davis, Geoff",RepGeoffDavis,01/01/11,2011,,
CiG-CA39,"Cisneros, Gilbert Ray, Jr.",RepGilCisneros,01/01/19,2019,,
IvG-MD04,"Ivey, Glenn",RepGlennIvey,01/01/23,2023,,
GoJ-ME02,"Golden, Jared F.",RepGolden,01/01/19,2019,,
GoV-TX34,"Gonzalez, Vicente",RepGonzalez,01/01/17,2017,,
GoB-VA06,"Goodlatte, Bob",RepGoodlatte,05/01/09,2009,,
GoP-AZ09,"Gosar, Paul A.",RepGosar,01/01/11,2011,,
MeG-NY06,"Meng, Grace",RepGraceMeng,12/01/12,2012,,
LaG-OH01,"Landsman, Greg",RepGregLandsman,01/01/23,2023,,
MuG-NC03,"Murphy, Gregory",RepGregMurphy,09/01/19,2019,,
MeG-NY05,"Meeks, Gregory W.",RepGregoryMeeks,03/01/09,2009,,
PeG-IN06,"Pence, Greg",RepGregPence,01/01/19,2019,,
StG-AZ04,"Stanton, Greg",RepGregStanton,01/01/19,2019,,
StW-FL17,"Steube, W. Gregory",RepGregSteube,01/01/19,2019,,
WaG-OR02,"Walden, Greg",repgregwalden,04/01/09,2009,,
GrG-WI06,"Grothman, Glenn",RepGrothman,01/01/15,2015,,
BiG-FL12,"Bilirakis, Gus M.",RepGusBilirakis,03/01/09,2009,,
GuB-KY02,"Guthrie, Brett",RepGuthrie,01/01/13,2013,,
GuL-IL04,"Gutierrez, Luis V.",RepGutierrez,05/01/09,2009,,
MoG-WI04,"Moore, Gwen",RepGwenMoore,01/01/09,2009,,
HaJ-MN01,"Hagedorn, Jim",RepHagedorn,01/01/19,2019,,
HaH-WY00,"Hageman, Harriet M.",RepHageman,10/01/22,2022,,
StH-MI11,"Stevens, Haley M.",RepHaleyStevens,12/01/18,2018,,
RoH-KY05,"Rogers, Harold",RepHalRogers,04/01/12,2012,,
HaC-HI01,"Hanabusa, Colleen",RepHanabusa,01/01/11,2011,,
JoH-GA04,"Johnson, Henry C. ""Hank,"" Jr.",RepHankJohnson,03/01/09,2009,,
HaC-NV04,"Hardy, Cresent",RepHardy,01/01/15,2015,,
RoH-CA48,"Rouda, Harley",RepHarley,12/01/18,2018,,
HaD-TN01,"Harshbarger, Diana",RepHarshbarger,01/01/21,2021,,
HaV-MO04,"Hartzler, Vicky",RepHartzler,01/01/11,2011,,
HeJ-TX05,"Hensarling, Jeb",RepHensarling,01/01/09,2009,,
HoG-NC02,"Holding, George",RepHolding,01/01/13,2013,,
HoS-NV04,"Horsford, Steven",RepHorsford,10/01/11,2011,,
HoE-IN09,"Houchin, Erin",RepHouchin,12/01/22,2022,,
HoC-PA06,"Houlahan, Chrissy",RepHoulahan,10/01/18,2018,,
HuJ-CA02,"Huffman, Jared",RepHuffman,01/01/13,2013,,
HuB-MI04,"Huizenga, Bill",RepHuizenga,01/01/11,2011,,
HuR-IL14,"Hultgren, Randy",RepHultgren,01/01/11,2011,,
BeJ-MI01,"Bergman, Jack",RepJackBergman,12/01/16,2016,,
JaC-NY27,"Jacobs, Chris",RepJacobs,06/01/20,2020,,
HaJ-CT05,"Hayes, Jahana",RepJahanaHayes,01/01/19,2019,,
CoJ-KY01,"Comer, James",RepJamesComer,06/01/20,2020,,
PoJ-CO02,"Polis, Jared",RepJaredPolis,01/01/12,2012,,
CrJ-TX30,"Crockett, Jasmine",RepJasmine,01/01/23,2023,,
CrJ-CO06,"Crow, Jason",RepJasonCrow,01/01/19,2019,,
SmJ-MO08,"Smith, Jason",RepJasonSmith,07/01/13,2013,,
JaP-WA07,"Jayapal, Pramila",RepJayapal,01/01/17,2017,,
BrJ-OK01,"Bridenstine, Jim",RepJBridenstine,01/01/13,2013,,
DuJ-SC03,"Duncan, Jeff",RepJeffDuncan,01/01/11,2011,,
JaJ-NC14,"Jackson, Jeff",RepJeffJackson,01/01/23,2023,,
JeH-NY08,"Jeffries, Hakeem S.",RepJeffries,01/01/12,2012,,
GoJ-PR00,"Gonzalez-Colon, Jenniffer",RepJenniffer,01/01/17,2017,,
CaJ-AL01,"Carl, Jerry L.",RepJerryCarl,12/01/20,2020,,
LeJ-CA41,"Lewis, Jerry",RepJerryLewis,09/01/09,2009,,
NaJ-NY12,"Nadler, Jerrold",RepJerryNadler,05/01/09,2009,,
ToJ-HI02,"Tokuda, Jill N.",RepJillTokuda,01/01/23,2023,,
BaJ-IN04,"Baird, James R.",RepJimBaird,01/01/19,2019,,
BaJ-IN03,"Banks, Jim",RepJimBanks,01/01/17,2017,,
CoJ-CA21,"Costa, Jim",RepJimCosta,01/01/11,2011,,
MaJ-UT04,"Matheson, Jim",RepJimMatheson,06/01/09,2009,,
McJ-WA07,"McDermott, Jim",RepJimMcDermott,04/01/10,2010,,
GoJ-CA34,"Gomez, Jimmy",RepJimmyGomez,03/01/14,2014,,
PaJ-CA19,"Panetta, Jimmy",RepJimmyPanetta,11/01/16,2016,,
BaJ-TX06,"Barton, Joe",RepJoeBarton,02/01/09,2009,,
CoJ-CT02,"Courtney, Joe",RepJoeCourtney,10/01/09,2009,,
MoJ-NY25,"Morelle, Joseph D.",RepJoeMorelle,11/01/18,2018,,
NeJ-CO02,"Neguse, Joe",RepJoeNeguse,12/01/18,2018,,
WiJ-SC02,"Wilson, Joe",RepJoeWilson,02/01/11,2011,,
BoJ-OH16,"Boccieri, John A.",RepJohnBoccieri,02/01/16,2016,,
CoJ-MI13,"Conyers, John, Jr.",RepJohnConyers,04/01/10,2010,,
CuJ-UT03,"Curtis, John R.",RepJohnCurtis,11/01/17,2017,,
DuJ-TN02,"Duncan, John J., Jr.",RepJohnDuncanJr,09/01/13,2013,,
FaJ-NY19,"Faso, John J.",RepJohnFaso,01/01/17,2017,,
JoJ-PA13,"Joyce, John",RepJohnJoyce,01/01/19,2019,,
KaJ-NY24,"Katko, John",RepJohnKatko,01/01/15,2015,,
KlJ-MN02,"Kline, John",repjohnkline,09/01/09,2009,,
LaJ-CT01,"Larson, John B.",RepJohnLarson,06/01/09,2009,,
LeJ-GA05,"Lewis, John",repjohnlewis,04/01/09,2009,,
RoJ-TN06,"Rose, John W.",RepJohnRose,01/01/19,2019,,
ShJ-AZ03,"Shadegg, John B.",RepJohnShadegg,09/01/09,2009,,
RuJ-NJ03,"Runyan, Jon",RepJonRunyan,06/01/11,2011,,
SeJ-NY15,"Serrano, Jose E.",RepJoseSerrano,04/01/09,2009,,
GoJ-NJ05,"Gottheimer, Josh",RepJoshG,12/01/16,2016,,
HaJ-CA09,"Harder, Josh",RepJoshHarder,01/01/19,2019,,
VaJ-CA52,"Vargas, Juan",RepJuanVargas,03/01/13,2013,,
ChJ-CA28,"Chu, Judy",RepJudyChu,09/01/10,2010,,
LeJ-LA05,"Letlow, Julia",repjulialetlow,04/01/21,2021,,
KaK-HI02,"Kahele, Kaiali'i",RepKahele,01/01/21,2021,,
KaS-CA37,"Kamlager-Dove, Sydney",RepKamlagerDove,01/01/23,2023,,
BaK-CA37,"Bass, Karen",RepKarenBass,01/01/11,2011,,
CaK-FL03,"Cammack, Kat",RepKatCammack,01/01/20,2020,,
HoK-NY26,"Hochul, Kathleen C.",RepKathyHochul,06/01/11,2011,,
HiK-CA25,"Hill, Katie",RepKatieHill,11/01/18,2018,,
PoK-CA47,"Porter, Katie",RepKatiePorter,01/01/19,2019,,
GrK-TX12,"Granger, Kay",RepKayGranger,07/01/10,2010,,
ClK-MA05,"Clark, Katherine M.",RepKClark,01/01/14,2014,,
SeK-TX03,"Self, Keith",RepKeithSelf,01/01/23,2023,,
BuK-CO04,"Buck, Ken",RepKenBuck,11/01/14,2014,,
MaK-TX24,"Marchant, Kenny",RepKenMarchant,03/01/09,2009,,
HeK-OK01,"Hern, Kevin",repkevinhern,11/01/18,2018,,
KiR-NV04,"Kihuen, Ruben J.",RepKihuen,01/01/17,2017,,
KiK-CA03,"Kiley, Kevin",RepKiley,01/01/23,2023,,
ScK-WA08,"Schrier, Kim",RepKimSchrier,01/01/19,2019,,
KiA-IL16,"Kinzinger, Adam",RepKinzinger,11/01/10,2010,,
KiA-AZ02,"Kirkpatrick, Ann",RepKirkpatrick,01/01/19,2019,,
MfK-MD07,"Mfume, Kweisi",RepKweisiMfume,06/01/20,2020,,
LaD-IL16,"LaHood, Darin",RepLaHood,09/01/15,2015,,
LaN-NY01,"LaLota, Nick",RepLaLota,11/01/22,2022,,
LaD-CA01,"LaMalfa, Doug",RepLaMalfa,01/01/13,2013,,
LaL-NJ07,"Lance, Leonard",RepLanceNJ7,06/01/12,2012,,
BuL-IN08,"Bucshon, Larry",RepLarryBucshon,01/01/11,2011,,
LaJ-KS02,"LaTurner, Jake",RepLaTurner,01/01/21,2021,,
LeL-FL15,"Lee, Laurel M.",RepLaurelLee,12/01/22,2022,,
BlL-DE00,"Blunt Rochester, Lisa",RepLBR,01/01/17,2017,,
ChL-OR05,"Chavez-DeRemer, Lori",RepLCD,10/01/22,2022,,
SaL-CA38,"Sanchez, Linda T.",replindasanchez,06/01/11,2011,,
LiD-IL03,"Lipinski, Daniel",RepLipinski,12/01/12,2012,,
McL-MI09,"McClain, Lisa C.",RepLisaMcClain,12/01/20,2020,,
DoL-TX37,"Doggett, Lloyd",RepLloydDoggett,06/01/10,2010,,
CaL-CA24,"Capps, Lois",RepLoisCapps,05/01/11,2011,,
FrL-FL22,"Frankel, Lois",RepLoisFrankel,01/01/13,2013,,
TrL-MA03,"Trahan, Lori",RepLoriTrahan,12/01/18,2018,,
BaL-PA11,"Barletta, Lou",RepLouBarletta,01/01/11,2011,,
CoJ-CA46,"Correa, J. Luis",RepLouCorrea,01/01/17,2017,,
LoB-GA11,"Loudermilk, Barry",RepLoudermilk,12/01/14,2014,,
LoA-CA47,"Lowenthal, Alan S.",RepLowenthal,01/01/13,2013,,
McL-GA07,"McBath, Lucy",RepLucyMcBath,01/01/19,2019,,
LuA-FL13,"Luna, Anna Paulina",RepLuna,01/01/23,2023,,
LuM-TX08,"Luttrell, Morgan",RepLuttrell_TX8,06/01/21,2021,,
MaN-NY11,"Malliotakis, Nicole",RepMalliotakis,12/01/20,2020,,
MaC-NY12,"Maloney, Carolyn B.",RepMaloney,02/01/11,2011,,
MaT-KS01,"Mann, Tracey",RepMann,01/01/21,2021,,
FuM-OH11,"Fudge, Marcia L.",RepMarciaFudge,06/01/10,2010,,
KaM-OH09,"Kaptur, Marcy",RepMarcyKaptur,05/01/12,2012,,
SaM-FL27,"Salazar, Maria Elvira",RepMariaSalazar,11/01/20,2020,,
NeM-IL03,"Newman, Marie",RepMarieNewman,12/01/20,2020,,
AlM-MO04,"Alford, Mark",RepMarkAlford,01/01/23,2023,,
GrM-WI08,"Green, Mark",RepMarkGreen,01/01/19,2019,,
GrM-TN07,"Green, Mark E.",RepMarkGreen,01/01/19,2019,,
PoM-WI02,"Pocan, Mark",repmarkpocan,02/01/13,2013,,
TaM-HI01,"Takai, Mark",RepMarkTakai,01/01/15,2015,,
TaM-CA39,"Takano, Mark",RepMarkTakano,12/01/12,2012,,
WaM-NC06,"Walker, Mark",RepMarkWalker,01/01/15,2015,,
MiM-IL15,"Miller, Mary E.",RepMaryMiller,12/01/20,2020,,
GaM-FL01,"Gaetz, Matt",RepMattGaetz,01/01/17,2017,,
WaM-CA43,"Waters, Maxine",RepMaxineWaters,04/01/09,2009,,
RoM-NY11,"Rose, Max",RepMaxRose,12/01/18,2018,,
FrM-FL10,"Frost, Maxwell",RepMaxwellFrost,12/01/22,2022,,
McC-NY04,"McCarthy, Carolyn",RepMcCarthyNY,06/01/10,2010,,
McM-TX10,"McCaul, Michael T.",RepMcCaul,03/01/09,2009,,
McT-CA05,"McClintock, Tom",RepMcClintock,06/01/09,2009,,
McR-GA06,"McCormick, Richard",RepMcCormick,01/01/23,2023,,
McA-VA04,"McEachin, A. Donald",RepMcEachin,01/01/17,2017,,
McM-KY03,"McGarvey, Morgan",RepMcGarvey,01/01/23,2023,,
McJ-MA02,"McGovern, James P.",RepMcGovern,01/01/11,2011,,
McD-WV01,"McKinley, David B.",RepMcKinley,01/01/11,2011,,
NeG-CA35,"Negrete McLeod, Gloria",RepMcLeod,12/01/12,2012,,
McJ-CA09,"McNerney, Jerry",RepMcNerney,10/01/11,2011,,
MeP-MI03,"Meijer, Peter",RepMeijer,12/01/20,2020,,
MeR-NJ08,"Menendez, Robert",RepMenendez,12/01/22,2022,,
MeR-NJ13,"Menendez, Robert",RepMenendez,12/01/22,2022,,
MeD-PA09,"Meuser, Daniel",RepMeuser,01/01/19,2019,,
PeM-WA03,"Perez, Marie Gluesenkamp",RepMGP,10/01/22,2022,,
GrH-VA09,"Griffith, H. Morgan",RepMGriffith,01/01/11,2011,,
ScM-PA05,"Scanlon, Mary Gay",RepMGS,11/01/18,2018,,
GuM-MS03,"Guest, Michael",RepMichaelGuest,01/01/19,2019,,
CaM-OH15,"Carey, Mike",RepMikeCarey,11/01/21,2021,,
CoM-GA10,"Collins, Mike",RepMikeCollins,12/01/22,2022,,
GaM-CA27,"Garcia, Mike",RepMikeGarcia,05/01/20,2020,,
HoM-CA17,"Honda, Michael M.",RepMikeHonda,10/01/08,2008,,
JoM-LA04,"Johnson, Mike",RepMikeJohnson,02/01/17,2017,,
LaM-NY17,"Lawler, Michael",RepMikeLawler,11/01/22,2022,,
LeM-CA49,"Levin, Mike",RepMikeLevin,12/01/18,2018,,
McM-NY13,"McMahon, Michael E.",RepMikeMcMahon,06/01/09,2009,,
QuM-IL05,"Quigley, Mike",RepMikeQuigley,07/01/09,2009,,
RoM-MI08,"Rogers, Mike J.",RepMikeRogers,06/01/10,2010,,
RoM-AL03,"Rogers, Mike D.",repmikerogersal,04/01/09,2009,,
TuM-OH10,"Turner, Michael R.",RepMikeTurner,06/01/09,2009,,
MiC-FL07,"Mills, Cory",RepMillsPress,01/01/23,2023,,
MiM-IA01,"Miller-Meeks, Mariannette",RepMMM,01/01/21,2021,,
BrM-AL05,"Brooks, Mo",RepMoBrooks,01/01/11,2011,,
MoM-NY19,"Molinaro, Marcus J.",RepMolinaroNY19,12/01/22,2022,,
DeM-TX15,"De La Cruz, Monica",RepMonicaDLC,11/01/22,2022,,
MoJ-MI02,"Moolenaar, John R.",RepMoolenaar,07/01/14,2014,,
MoJ-FL23,"Moskowitz, Jared",RepMoskowitz,01/01/23,2023,,
MrF-IN01,"Mrvan, Frank J.",RepMrvan,01/01/21,2021,,
GrM-GA14,"Greene, Marjorie Taylor",RepMTG,12/01/20,2020,,
MaN-SC01,"Mace, Nancy",RepNancyMace,12/01/20,2020,,
MoN-TX01,"Moran, Nathaniel",RepNateMoran,12/01/22,2022,,
NeD-WA04,"Newhouse, Dan",RepNewhouse,12/01/14,2014,,
RaN-WV03,"Rahall, Nick J., II",RepNickRahall,02/01/14,2014,,
WiN-GA05,"Williams, Nikema",RepNikema,01/01/21,2021,,
BuN-IL13,"Budzinski, Nikki",RepNikkiB,12/01/22,2022,,
OgA-TN05,"Ogles, Andrew",RepOgles,12/01/22,2022,,
O'T-AZ01,"O'Halleran, Tom",RepOHalleran,12/01/16,2016,,
FaP-TX04,"Fallon, Pat",RepPatFallon,12/01/20,2020,,
RyP-NY18,"Ryan, Patrick",RepPatRyanNY,09/01/22,2022,,
MiP-MI10,"Mitchell, Paul",RepPaulMitchell,12/01/16,2016,,
ToP-NY20,"Tonko, Paul",RepPaulTonko,10/01/09,2009,,
PeE-CO07,"Perlmutter, Ed",RepPerlmutter,02/01/09,2009,,
AgP-CA33,"Aguilar, Pete",RepPeteAguilar,02/01/15,2015,,
KiP-NY02,"King, Peter T.",RepPeteKing,12/01/08,2008,,
OlP-TX22,"Olson, Pete",RepPeteOlson,02/01/09,2009,,
DeP-OR04,"DeFazio, Peter A.",RepPeterDeFazio,02/01/11,2011,,
StP-MN08,"Stauber, Pete",RepPeteStauber,12/01/18,2018,,
PeB-CO07,"Pettersen, Brittany",RepPettersen,01/01/23,2023,,
PfA-TX11,"Pfluger, August",RepPfluger,12/01/20,2020,,
PiR-NC09,"Pittenger, Robert",RepPittenger,11/01/12,2012,,
PrA-MA07,"Pressley, Ayanna",RepPressley,01/01/19,2019,,
RaG-CA19,"Radanovich, George",RepRadanovich,02/01/09,2009,,
NoR-SC05,"Norman, Ralph",RepRalphNorman,06/01/17,2017,,
TlR-MI12,"Tlaib, Rashida",RepRashida,12/01/18,2018,,
RaJ-MD08,"Raskin, Jamie",RepRaskin,12/01/16,2016,,
GrR-AZ07,"Grijalva, Raúl M.",RepRaulGrijalva,04/01/09,2009,,
RuR-CA25,"Ruiz, Raul",RepRaulRuizMD,01/01/13,2013,,
ElR-NC02,"Ellmers, Renee L.",RepReneeEllmers,11/01/10,2010,,
RiR-WI08,"Ribble, Reid J.",RepRibble,01/01/11,2011,,
HaR-NY22,"Hanna, Richard L.",RepRichardHanna,01/01/11,2011,,
NeR-MA01,"Neal, Richard E.",RepRichardNeal,12/01/11,2011,,
HuR-NC09,"Hudson, Richard",RepRichHudson,11/01/12,2012,,
RiC-LA02,"Richmond, Cedric L.",RepRichmond,03/01/11,2011,,
NuR-FL11,"Nugent, Richard B.",RepRichNugent,01/01/11,2011,,
AlR-GA12,"Allen, Rick W.",RepRickAllen,01/01/15,2015,,
CrE-AR01,"Crawford, Eric A. ""Rick""",reprickcrawford,01/01/11,2011,,
LaR-WA02,"Larsen, Rick",RepRickLarsen,11/01/11,2011,,
